name,value,unit,source,derivation
sobol_terminal_cash_value_of_infer_decline_yr,0.000000,share of variance,sobol.csv,"the first-order index of infer_decline_yr for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_support_usd_hr,63,rank,sobol.csv,the rank of support_usd_hr by first-order index for target terminal_cash
sobol_terminal_cash_value_of_support_usd_hr,0.000000,share of variance,sobol.csv,"the first-order index of support_usd_hr for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_pay_pct,64,rank,sobol.csv,the rank of pay_pct by first-order index for target terminal_cash
sobol_terminal_cash_value_of_pay_pct,0.000000,share of variance,sobol.csv,"the first-order index of pay_pct for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_hosting_hh_usd,65,rank,sobol.csv,the rank of hosting_hh_usd by first-order index for target terminal_cash
sobol_terminal_cash_value_of_hosting_hh_usd,0.000000,share of variance,sobol.csv,"the first-order index of hosting_hh_usd for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_verif_cost_usd,66,rank,sobol.csv,the rank of verif_cost_usd by first-order index for target terminal_cash
sobol_terminal_cash_value_of_verif_cost_usd,0.000000,share of variance,sobol.csv,"the first-order index of verif_cost_usd for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_overhead_mult,67,rank,sobol.csv,the rank of overhead_mult by first-order index for target terminal_cash
sobol_terminal_cash_value_of_overhead_mult,0.000000,share of variance,sobol.csv,"the first-order index of overhead_mult for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_cac_rel_in,68,rank,sobol.csv,the rank of cac_rel_in by first-order index for target terminal_cash
sobol_terminal_cash_value_of_cac_rel_in,0.000000,share of variance,sobol.csv,"the first-order index of cac_rel_in for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_creator_cac_rel,69,rank,sobol.csv,the rank of creator_cac_rel by first-order index for target terminal_cash
sobol_terminal_cash_value_of_creator_cac_rel,0.000000,share of variance,sobol.csv,"the first-order index of creator_cac_rel for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_seg_mix_exam,70,rank,sobol.csv,the rank of seg_mix_exam by first-order index for target terminal_cash
sobol_terminal_cash_value_of_seg_mix_exam,0.000000,share of variance,sobol.csv,"the first-order index of seg_mix_exam for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_seg_mix_alevel,71,rank,sobol.csv,the rank of seg_mix_alevel by first-order index for target terminal_cash
sobol_terminal_cash_value_of_seg_mix_alevel,0.000000,share of variance,sobol.csv,"the first-order index of seg_mix_alevel for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_shock_rho,72,rank,sobol.csv,the rank of shock_rho by first-order index for target terminal_cash
sobol_terminal_cash_value_of_shock_rho,0.000000,share of variance,sobol.csv,"the first-order index of shock_rho for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_school_gbp_seat_yr,73,rank,sobol.csv,the rank of school_gbp_seat_yr by first-order index for target terminal_cash
sobol_terminal_cash_value_of_school_gbp_seat_yr,0.000000,share of variance,sobol.csv,"the first-order index of school_gbp_seat_yr for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_school_rep_pipeline_yr,74,rank,sobol.csv,the rank of school_rep_pipeline_yr by first-order index for target terminal_cash
sobol_terminal_cash_value_of_school_rep_pipeline_yr,0.000000,share of variance,sobol.csv,"the first-order index of school_rep_pipeline_yr for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_school_cycle_m,75,rank,sobol.csv,the rank of school_cycle_m by first-order index for target terminal_cash
sobol_terminal_cash_value_of_school_cycle_m,0.000000,share of variance,sobol.csv,"the first-order index of school_cycle_m for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_us_sales_tax_eff,76,rank,sobol.csv,the rank of us_sales_tax_eff by first-order index for target terminal_cash
sobol_terminal_cash_value_of_us_sales_tax_eff,0.000000,share of variance,sobol.csv,"the first-order index of us_sales_tax_eff for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_step_entity_annual_usd,77,rank,sobol.csv,the rank of step_entity_annual_usd by first-order index for target terminal_cash
sobol_terminal_cash_value_of_step_entity_annual_usd,0.000000,share of variance,sobol.csv,"the first-order index of step_entity_annual_usd for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_step_cert_annual_usd,78,rank,sobol.csv,the rank of step_cert_annual_usd by first-order index for target terminal_cash
sobol_terminal_cash_value_of_step_cert_annual_usd,0.000000,share of variance,sobol.csv,"the first-order index of step_cert_annual_usd for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_step_counsel_market_usd,79,rank,sobol.csv,the rank of step_counsel_market_usd by first-order index for target terminal_cash
sobol_terminal_cash_value_of_step_counsel_market_usd,0.000000,share of variance,sobol.csv,"the first-order index of step_counsel_market_usd for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_of_step_office_usd_head_yr,80,rank,sobol.csv,the rank of step_office_usd_head_yr by first-order index for target terminal_cash
sobol_terminal_cash_value_of_step_office_usd_head_yr,0.000000,share of variance,sobol.csv,"the first-order index of step_office_usd_head_yr for target terminal_cash, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_content_drivers_in_top7,5,count,sobol.csv,how many of the top seven drivers by first-order index for terminal_cash_rank are content-cost drivers
sobol_terminal_cash_rank_acq_drivers_in_top3,1,count,sobol.csv,how many of the top three drivers for terminal_cash_rank are acquisition drivers
sobol_terminal_cash_rank_content_drivers_in_top3,1,count,sobol.csv,how many of the top three drivers for terminal_cash_rank are content-cost drivers
sobol_terminal_cash_rank_rank_of_items_per_unit,1,rank,sobol.csv,the rank of items_per_unit by first-order index for target terminal_cash_rank
sobol_terminal_cash_rank_value_of_items_per_unit,0.143861,share of variance,sobol.csv,"the first-order index of items_per_unit for target terminal_cash_rank, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_rank_of_cac_anchor_usd,2,rank,sobol.csv,the rank of cac_anchor_usd by first-order index for target terminal_cash_rank
sobol_terminal_cash_rank_value_of_cac_anchor_usd,0.121653,share of variance,sobol.csv,"the first-order index of cac_anchor_usd for target terminal_cash_rank, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_rank_of_anchor_u,3,rank,sobol.csv,the rank of anchor_u by first-order index for target terminal_cash_rank
sobol_terminal_cash_rank_value_of_anchor_u,0.114245,share of variance,sobol.csv,"the first-order index of anchor_u for target terminal_cash_rank, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_rank_of_writer_gbp_item,4,rank,sobol.csv,the rank of writer_gbp_item by first-order index for target terminal_cash_rank
sobol_terminal_cash_rank_value_of_writer_gbp_item,0.072230,share of variance,sobol.csv,"the first-order index of writer_gbp_item for target terminal_cash_rank, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_rank_of_minutes_per_item,5,rank,sobol.csv,the rank of minutes_per_item by first-order index for target terminal_cash_rank
sobol_terminal_cash_rank_value_of_minutes_per_item,0.067384,share of variance,sobol.csv,"the first-order index of minutes_per_item for target terminal_cash_rank, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
sobol_terminal_cash_rank_rank_of_board_reuse,6,rank,sobol.csv,the rank of board_reuse by first-order index for target terminal_cash_rank
sobol_terminal_cash_rank_value_of_board_reuse,0.054783,share of variance,sobol.csv,"the first-order index of board_reuse for target terminal_cash_rank, by name rather than by rank, so a figure quoted beside a grouped index is the same driver whatever its rank turns out to be"
